Title, Price ,Village,Kaza,Summary,Area,Furnished?,Floor Number,Details,Website
Sahel Aalma | Jounieh | Apartment For Sale | ???? ???? | REF: RGKS71,"$330,000 ",Sahel Alma, Keserouan,Bedroom(s): 4 | Bathroom(s): 5,260 SQM,Unfurnished,3,"This property contains: Balcony, Covered Parking, Maids Room, Elevator, Fireplace, Storage room",https://olx.com.lb/ad/sahel-aalma-jounieh-apartment-for-sale-%D8%B3%D8%A7%D8%AD%D9%84-%D8%B9%D9%84%D9%85%D8%A7-ref-rgks71-ID114810086.html
Sahel Aalma | Jounieh | Apartment For Sale | ???? ???? | REF: RGKS72,"$360,000 ",Sahel Alma, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,330 SQM,Unfurnished,No Data,"This property contains: Balcony, Covered Parking, Maids Room, Storage room",https://olx.com.lb/ad/sahel-aalma-jounieh-apartment-for-sale-%D8%B3%D8%A7%D8%AD%D9%84-%D8%B9%D9%84%D9%85%D8%A7-ref-rgks72-ID114810214.html
L07929 Apartment for Sale in Basbina - Cash!,"$160,000 ",Basbina, Batroun,Bedroom(s): 3 | Bathroom(s): 2,150 SQM,Unfurnished,No Data,This property contains: Balcony,https://olx.com.lb/ad/l07929-apartment-for-sale-in-basbina-cash-ID111498525.html
Blat - Jbeil | Apartment For Sale | ??? ????? | ???? | REF: RGKS2,"$150,000 ",Blat, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,140 SQM,Unfurnished,No Data,"This property contains: Balcony, Covered Parking, Private Garden, Storage room",https://olx.com.lb/ad/blat-jbeil-apartment-for-sale-%D8%B4%D9%82%D9%82-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AC%D8%A8%D9%8A%D9%84-ref-rgks2-ID114724331.html
131 sqm apartment in Jbeil! REF1 NT71296,"$82,000 ",Jbeil Town, Jbeil,Bedroom(s): 3 | Bathroom(s): 3,130 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/131-sqm-apartment-in-jbeil-ref1-nt71296-ID114733883.html
Great deal 280sqm Achrafieh catch apartment for sale! REF3 JS80013,"$300,000 ",Achrafieh, Beirut,Bedroom(s): 4 | Bathroom(s): 4,280 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/great-deal-280sqm-achrafieh-catch-apartment-for-sale-ref3-js80013-ID114733838.html
an apartment suitable and confortable to your family! REF#NT71296,"$82,000 ",Jbeil Town, Jbeil,Bedroom(s): 3 | Bathroom(s): 3,130 SQM,No Data,No Data,"This property contains: Balcony, Central A/C & heating, Covered Parking",https://olx.com.lb/ad/an-apartment-suitable-and-confortable-to-your-family-refnt71296-ID114733105.html
Great deal 280sqm Achrafieh catch apartment for sale! REF2 JS80013,"$300,000 ",Achrafieh, Beirut,Bedroom(s): 4 | Bathroom(s): 4,280 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/great-deal-280sqm-achrafieh-catch-apartment-for-sale-ref2-js80013-ID114730977.html
Brand new 170sqm apartment in Aicha Bakkar for sale! REF#MG21105,"$290,000 ",Aicha Bakkar, Beirut,Bedroom(s): 3 | Bathroom(s): 3,170 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/brand-new-170sqm-apartment-in-aicha-bakkar-for-sale-refmg21105-ID114433414.html
One of the most unique apartment In Achrafieh NOW for SALE REF#JS60420,"$6,000,000 ",Achrafieh, Beirut,Bedroom(s): 4 | Bathroom(s): 6,800 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/one-of-the-most-unique-apartment-in-achrafieh-now-for-sale-refjs60420-ID114336368.html
1311$/sqm apartment 225sqm for sale in kfarhab! REF#BT20882,"$295,000 ",Kfar Hbab, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,225 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/1311sqm-apartment-225sqm-for-sale-in-kfarhab-refbt20882-ID114205571.html
Luxurious 290 sqm furnished apartment in yarze for sale! REF#MH70069,"$600,000 ",Yarzeh, Baabda,Bedroom(s): 3 | Bathroom(s): 5,290 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/luxurious-290-sqm-furnished-apartment-in-yarze-for-sale-refmh70069-ID114095146.html
Downtown | 3 Beirut | Furnished | High Floor | Marina Sea View |,"$900,000 ",Downtown, Beirut,Bedroom(s): 2 | Bathroom(s): 3,208 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Security, Shared Gym, Shared Pool, Shared Spa, Study, Walk-in Closet",https://olx.com.lb/ad/downtown-3-beirut-furnished-high-floor-marina-sea-view-ID111724299.html
3 Beirut | Marina View | High Floor | Upgraded | Modern | Furnished |,"$6,000,000 ",Downtown, Beirut,Bedroom(s): 4 | Bathroom(s): 5,830 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Security, Shared Gym, Shared Pool, Shared Spa, Study, Walk-in Closet",https://olx.com.lb/ad/3-beirut-marina-view-high-floor-upgraded-modern-furnished-ID110314365.html
"Hot Deal (180Sq) In Hamra Prime, ??? ????? ?? ??????","$330,000 ",Hamra, Beirut,Bedroom(s): 3 | Bathroom(s): 3,180 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Maids Room, Pets Allowed, Security, Study, Walk-in Closet",https://olx.com.lb/ad/hot-deal-180sq-in-hamra-prime-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%AD%D9%85%D8%B1%D8%A7-ID114895725.html
153sqm new fully furnished apartment for Sale in Adma! REF#KM80337,"$215,000 ",Adma w Dafnah, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,153 SQM,No Data,No Data,"This property contains: Covered Parking, Maids Room, Private Pool, Storage room",https://olx.com.lb/ad/153sqm-new-fully-furnished-apartment-for-sale-in-adma-refkm80337-ID114895396.html
Most beautiful apartment in TOWN! GOOD PRICE!,"$74,000 ",Jbeil Town, Jbeil,Bedroom(s): 2 | Bathroom(s): 2,130 SQM,Unfurnished,1,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Private Garden, Private Gym, Private Jacuzzi, Private Pool, Security, Shared Gym, Shared Pool, Shared Spa, Study, Walk-in Closet, Elevator, Fireplace, Playroom, Attic/ Loft, Storage room",https://olx.com.lb/ad/most-beautiful-apartment-in-town-good-price-ID114895259.html
BRAND NEW 258 SQM Apartment for sale in HAZMIEH! REF#RL51892,"$320,000 ",Hazmiyeh, Baabda,Bedroom(s): 3 | Bathroom(s): 3,258 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/brand-new-258-sqm-apartment-for-sale-in-hazmieh-refrl51892-ID114879727.html
Christmas offer $135000 chalet for sale in Zaarour 78992222,"$135,000 ",Zaarour, Metn,Bedroom(s): 3 | Bathroom(s): 3,160 SQM,Unfurnished,1,"This property contains: Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room, Private Garden, Fireplace",https://olx.com.lb/ad/christmas-offer-135000-chalet-for-sale-78992222-ID114840909.html
PENTHOUSE (290Sq) In Beit Misk with Terrace,"$490,000 ",Beit Misk, Metn,Bedroom(s): 3 | Bathroom(s): 3,290 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Shared Pool",https://olx.com.lb/ad/hot-deal-290sq-penthouse-in-beit-misk-with-terrace-ID114468593.html
Sheileh 210m2 | High-End | Panoramic View | Private Street | Sehayleh,"$220,000 ",Sehayleh, Keserouan,Bedroom(s): 3 | Bathroom(s): 5,210 SQM,No Data,2,No Data,https://olx.com.lb/ad/sheileh-210m2-high-end-panoramic-view-private-street-sehayleh-ID114242701.html
Apartment for sale in Aquagate resort tabarja,"$640,000 ",Tabarja, Keserouan,Bedroom(s): 2 | Bathroom(s): 3,160 SQM,No Data,No Data,"This property contains: Covered Parking, Maids Room, Security, Shared Gym, Shared Pool",https://olx.com.lb/ad/apartment-for-sale-in-aquagate-resort-tabarja-ID114708878.html
Achrafieh / Modern new Apartment / 125sqm,"$280,000 ",Achrafieh, Beirut,Bedroom(s): 3 | Bathroom(s): 3,125 SQM,Unfurnished,6,"This property contains: Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Security, Walk-in Closet, Elevator, Storage room",https://olx.com.lb/ad/achrafieh-modern-new-apartment-125sqm-ID114810043.html
Beautiful  Apartment For Sale In Achrafieh | City View | 213 SQM,"$400,000 ",Achrafieh, Beirut,Bedroom(s): 3 | Bathroom(s): 4,213 SQM,Unfurnished,7,"This property contains: Central A/C & heating, Covered Parking, Maids Room, Elevator, Storage room",https://olx.com.lb/ad/beautiful-apartment-for-sale-in-achrafieh-city-view-213-sqm-ID114823889.html
Beautiful Apartment For Sale In Msaytbeh | 200 SQM |,"$500,000 ",Msaytbeh, Beirut,Bedroom(s): 3 | Bathroom(s): 4,200 SQM,Unfurnished,2,"This property contains: Covered Parking, Maids Room",https://olx.com.lb/ad/beautiful-apartment-for-sale-in-msaytbeh-200-sqm-ID114735697.html
Unique Triplex for Sale at Waterfront city - Dbaye,"$1,350,000 ",Dbaye, Metn,Bedroom(s): 3 | Bathroom(s): 5,330 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Security, Elevator, Playroom, Storage room",https://olx.com.lb/ad/unique-triplex-for-sale-at-waterfront-city-dbaye-ID114895698.html
159 SQM apartment For sale in Aramoun - el rabieh! REF#MA51734,"$65,000 ",Aaramoun, Aley,Bedroom(s): 3 | Bathroom(s): 3,159 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/159-sqm-apartment-for-sale-in-aramoun-el-rabieh-refma51734-ID114824536.html
Apartment (Duplex) for Sale in Rabieh,"$1,500,000 ",Rabieh, Metn,Bedroom(s): 4 | Bathroom(s): 6,500 SQM,Unfurnished,No Data,No Data,https://olx.com.lb/ad/apartment-duplex-for-sale-in-rabieh-ID114551933.html
One of the distinctive decorated apartments on the ground! REF#RF70814,"$129,000 ",Jbeil Town, Jbeil,Bedroom(s): 3 | Bathroom(s): 3,175 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/one-of-the-distinctive-decorated-apartments-on-the-ground-refrf70814-ID114538072.html
"luxury apartment  in the middle Achrafieh , sursouck! REF#DK70358","$1,290,000 ",Achrafieh, Beirut,Bedroom(s): 3 | Bathroom(s): 4,475 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/luxury-apartment-in-the-middle-achrafieh-sursouck-refdk70358-ID114321188.html
Rimal | Chalet For Sale | ????? ????? | REF: RGMS594,"$750,000 ",Zouk Mosbeh, Keserouan,Bedroom(s): 2 | Bathroom(s): 2,114 SQM,No Data,No Data,"This property contains: Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Private Garden, Shared Gym, Shared Pool, Storage room",https://olx.com.lb/ad/rimal-chalet-for-sale-%D8%B4%D8%A7%D9%84%D9%8A%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ref-rgms594-ID114723433.html
PANORAMIC UNBLOCKABLE CITY & MOUNTAIN VIEW REF#EI60496,"$215,000 ",Achrafieh, Beirut,Bedroom(s): 2 | Bathroom(s): 2,120 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/panoramic-unblockable-city-mountain-view-refei60496-ID114440687.html
"Grab this rare opportunity, a 440sqm luxurious Apartment REF#JS60417","$2,200,000 ",Achrafieh, Beirut,Bedroom(s): 4 | Bathroom(s): 5,442 SQM,No Data,No Data,No Data,https://olx.com.lb/ad/grab-this-rare-opportunity-a-440sqm-luxurious-apartment-refjs60417-ID114338555.html
"Spacious apartment in Clemenceau with sea view, near Trad hospital","$425,000 ",Clemenceau, Beirut,Bedroom(s): 3 | Bathroom(s): 4,240 SQM,Unfurnished,6,"This property contains: Balcony, Built in Wardrobes, Maids Room",https://olx.com.lb/ad/spacious-apartment-in-clemenceau-with-sea-view-near-trad-hospital-ID114523572.html
Appartment for sale in Ain El Tineh with sea view,"$550,000 ",Ain Al Tineh, Beirut,Bedroom(s): 3 | Bathroom(s): 4,270 SQM,Unfurnished,5,"This property contains: Balcony, Covered Parking, Maids Room, Security",https://olx.com.lb/ad/appartment-for-sale-in-ain-el-tineh-with-sea-view-ID114451617.html
Duplex for sale in Hazmieh,"$590,000 ",Hazmiyeh, Baabda,Bedroom(s): 4 | Bathroom(s): 6,460 SQM,Unfurnished,5,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Security",https://olx.com.lb/ad/duplex-for-sale-in-hazmieh-ID114809864.html
Apartment for sale in Monteverde,"$850,000 ",Monteverde, Metn,Bedroom(s): 4 | Bathroom(s): 6,375 SQM,No Data,1,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Security, Walk-in Closet",https://olx.com.lb/ad/apartment-for-sale-in-monteverde-ID114809849.html
Luxurious Apartment For sale in hazmieh,"$250,000 ",Hazmiyeh, Baabda,Bedroom(s): 3 | Bathroom(s): 4,240 SQM,Unfurnished,3,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Security",https://olx.com.lb/ad/luxurious-apartment-for-sale-in-hazmieh-ID114809830.html
Villa for sale in Kfardebian (Faraya) (Fully Furnished),"$1,700,000 ",Kfardebian, Keserouan,Bedroom(s): 6 | Bathroom(s): 5,"1,000 SQM",No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Pets Allowed, Private Garden, Private Pool, Security, Walk-in Closet",https://olx.com.lb/ad/villa-for-sale-in-kfardebian-faraya-fully-furnished-ID114809816.html
Modern luxurious apartment in hazmieh for sale,"$500,000 ",Hazmiyeh, Baabda,Bedroom(s): 3 | Bathroom(s): 4,205 SQM,Unfurnished,2,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Security",https://olx.com.lb/ad/modern-luxurious-apartment-in-hazmieh-for-sale-ID114809904.html
Luxurious Apartment For sale in yarzeh with Garden,"$1,200,000 ",Yarzeh, Baabda,Bedroom(s): 4 | Bathroom(s): 6,625 SQM,Unfurnished,1,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Security",https://olx.com.lb/ad/luxurious-apartment-for-sale-in-yarzeh-with-garden-ID114809786.html
Apartment For sale in Baabda,"$360,000 ",Baabda Town, Baabda,Bedroom(s): 3 | Bathroom(s): 4,200 SQM,Unfurnished,3,"This property contains: Balcony, Built in Kitchen Appliances, Built in Wardrobes, Central A/C & heating, Covered Parking, Maids Room, Security",https://olx.com.lb/ad/apartment-for-sale-in-baabda-ID114809758.html
Beirut | 61sqm with 63 sqm Terrace | Luxurious Apartment | REF: RGBS2,"$589,000 ",Downtown, Beirut,Bedroom(s): 1 | Bathroom(s): 2,61 SQM,Unfurnished,4,"This property contains: Balcony, Central A/C & heating, Covered Parking, Security, Shared Gym, Shared Pool",https://olx.com.lb/ad/beirut-61sqm-with-63-sqm-terrace-luxurious-apartment-ref-rgbs2-ID114577983.html
"290 SQM Apartment in Fanar, Metn","$290,000 ",Fanar, Metn,Bedroom(s): 3 | Bathroom(s): 4,290 SQM,Unfurnished,1,"This property contains: Balcony, Central A/C & heating, Covered Parking, Private Garden, Storage room",https://olx.com.lb/ad/290-sqm-apartment-in-fanar-metn-ID114733567.html
"190 SQM Prime Location Apartment in Jdeideh, Metn","$220,000 ",Jdaide, Metn,Bedroom(s): 3 | Bathroom(s): 4,190 SQM,Unfurnished,5,"This property contains: Balcony, Central A/C & heating, Maids Room",https://olx.com.lb/ad/190-sqm-prime-location-apartment-in-jdeideh-metn-ID114417027.html
"155 SQM Apartment in Oyoun Broumana, Metn with Partial View","$130,000 ",Broummana, Metn,Bedroom(s): 3 | Bathroom(s): 4,155 SQM,Unfurnished,1,"This property contains: Balcony, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/155-sqm-apartment-in-oyoun-broumana-metn-with-partial-view-ID114182785.html
"460 SQM Prime Location Duplex in Jdeidet, Metn","$500,000 ",Jdaide, Metn,Bedroom(s): 5 | Bathroom(s): 6,460 SQM,Unfurnished,8,"This property contains: Balcony, Central A/C & heating, Maids Room, Elevator, Storage room",https://olx.com.lb/ad/460-sqm-prime-location-duplex-in-jdeidet-metn-ID114733618.html
"Apartment in Naccache, Metn with a Partial Sea View","$200,000 ",Naccache, Metn,Bedroom(s): 3 | Bathroom(s): 4,230 SQM,Unfurnished,2,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Maids Room",https://olx.com.lb/ad/apartment-in-naccache-metn-with-a-partial-sea-view-ID114650941.html
"Duplex in Qornet Chehwan, Metn with Sea and Mountain View","$260,000 ",Qornet Chehouane, Metn,Bedroom(s): 5 | Bathroom(s): 4,300 SQM,Unfurnished,3,"This property contains: Balcony, Central A/C & heating, Maids Room, Storage room",https://olx.com.lb/ad/duplex-in-qornet-chehwan-metn-with-sea-and-mountain-view-ID114650892.html
"Prime Location Apartment in Sabtieh, Metn with Garden","$189,000 ",Sabtieh, Metn,Bedroom(s): 3 | Bathroom(s): 3,250 SQM,Unfurnished,1,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Maids Room, Private Garden",https://olx.com.lb/ad/prime-location-apartment-in-sabtieh-metn-with-garden-ID114650861.html
"Fully Furnished Duplex in Dbayeh, Metn with Sea and Mountain View","$360,000 ",Dbaye, Metn,Bedroom(s): 5 | Bathroom(s): 4,280 SQM,No Data,5,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Storage room",https://olx.com.lb/ad/fully-furnished-duplex-in-dbayeh-metn-with-sea-and-mountain-view-ID114624047.html
"Apartment in Bikfaya, Metn with a Mountain View","$105,000 ",Bikfaya, Metn,Bedroom(s): 2 | Bathroom(s): 2,110 SQM,Unfurnished,1,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking",https://olx.com.lb/ad/apartment-in-bikfaya-metn-with-a-mountain-view-ID114612336.html
"180 SQM Apartment in Tilal Al Fanar, Metn with Terrace and Garden","$185,000 ",Fanar, Metn,Bedroom(s): 3 | Bathroom(s): 3,180 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating, Maids Room",https://olx.com.lb/ad/180-sqm-apartment-in-tilal-al-fanar-metn-with-terrace-and-garden-ID114409465.html
"Duplex in Dik El Mehdi, Metn with a Breathtaking Sea and Mountain View","$185,000 ",Dik El Mehdi, Metn,Bedroom(s): 4 | Bathroom(s): 5,280 SQM,Unfurnished,3,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room",https://olx.com.lb/ad/duplex-in-dik-el-mehdi-metn-with-a-breathtaking-sea-and-mountain-view-ID114100173.html
"3 Bedroom Apartment in Douar, Metn with 150 SQM Terrace","$99,000 ",Douar, Metn,Bedroom(s): 3 | Bathroom(s): 3,150 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Covered Parking",https://olx.com.lb/ad/3-bedroom-apartment-in-douar-metn-with-150-sqm-terrace-ID112615041.html
275 SQM Apartment in Ballouneh with Unblockable Sea View and Terrace,"$450,000 ",Ballouneh, Keserouan,Bedroom(s): 3 | Bathroom(s): 4,275 SQM,Unfurnished,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room, Private Jacuzzi",https://olx.com.lb/ad/275-sqm-apartment-in-ballouneh-with-unblockable-sea-view-and-terrace-ID111196620.html
"240 SQM Apartment in Broumana, Metn with Terrace","$300,000 ",Broummana, Metn,Bedroom(s): 4 | Bathroom(s): 5,240 SQM,Unfurnished,1,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating, Covered Parking, Maids Room, Fireplace",https://olx.com.lb/ad/240-sqm-apartment-in-broumana-metn-with-terrace-ID114610210.html
Enjoy moving to this 640SQM apartment in Achrafieh! REF#KL71748,"$2,750,000 ",Achrafieh, Beirut,Bedroom(s): 2 | Bathroom(s): 4,640 SQM,No Data,No Data,"This property contains: Balcony, Built in Kitchen Appliances, Maids Room",https://olx.com.lb/ad/enjoy-moving-to-this-640sqm-apartment-in-achrafieh-refkl71748-ID114892812.html
"115 SQM Apartment in Jouret el Ballout, Metn with Terrace","$150,000 ",Jouret Al Ballout, Metn,Bedroom(s): 2 | Bathroom(s): 2,115 SQM,Unfurnished,No Data,"This property contains: Balcony, Central A/C & heating",https://olx.com.lb/ad/115-sqm-apartment-in-jouret-el-ballout-metn-with-terrace-ID114287361.html
"110 SQM Prime Location Apartment/Office in Dekwaneh, Metn","$79,000 ",Dekwaneh, Metn,Bedroom(s): 2 | Bathroom(s): 2,110 SQM,Unfurnished,1,"This property contains: Balcony, Built in Kitchen Appliances, Central A/C & heating",https://olx.com.lb/ad/110-sqm-prime-location-apartmentoffice-in-dekwaneh-metn-ID112815629.html
"Pleasing Apartment, Located 2 min From Highway!","$170,000 ",Haret Sakher, Keserouan,Bedroom(s): 3 | Bathroom(s): 3,165 SQM,Unfurnished,1,"This property contains: Balcony, Covered Parking, Maids Room, Pets Allowed",https://olx.com.lb/ad/pleasing-apartment-located-2-min-from-highway-ID112834331.html
"Astonishing Apartment, With A Beautiful Seaview!","$495,000 ",Sahel Alma, Keserouan,Bedroom(s): 4 | Bathroom(s): 4,285 SQM,Unfurnished,2,"This property contains: Balcony, Covered Parking, Maids Room, Pets Allowed, Security, Shared Gym, Shared Pool, Walk-in Closet",https://olx.com.lb/ad/astonishing-apartment-with-a-beautiful-seaview-ID112842904.html
